kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
7810483,K01943.01,Kepler-1676 b,CONFIRMED,6165,129,2020AJ....159..280B,32.40,1.02,2021ApJS..255...17S,,,,,,,,,3.09,10.26133/NEA4,29.92,900,0,0,$> 4000$,--,--
12785320,K00298.01,Kepler-515 b,CONFIRMED,5250,105,2021ApJS..255...17S,38.23,1.31,2021ApJS..255...17S,-1,9,,,,,,,1.5,10.26133/NEA4,19.96,256,4,1,$> 4000$,$> 663$,Yes
9221517,K02281.01,Kepler-1173 b,CONFIRMED,4934,75,2020AJ....159..280B,39.59,1.38,2019ApJS..244...21S,7,12,,,,,,,0.82,2022AJ....163..179P,0.77,0,0,1,$> 4000$,$> 349$,Yes
7135852,K00875.01,Kepler-1729 b,CONFIRMED,4548,82,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,10,12,,,,,,,3.63,2022AJ....163..179P,4.22,0,0,1,$> 4000$,$> 188$,Yes
5005121,K02237.01,Kepler-1811 b,CONFIRMED,5720,111,2020AJ....159..280B,35.37,1.17,2021ApJS..255...17S,,,,,,,,,2.82,2020AJ....160..108B,76.42,512,0,0,$> 4000$,--,--
3444588,K01202.01,Kepler-787 b,CONFIRMED,4248,80,2020AJ....159..280B,36.43,1.22,2019ApJS..244...21S,28,18,,,,,,,1.34,2022AJ....163..179P,0.93,0,0,1,$> 4000$,$> 103$,Yes
11401182,K01428.01,Kepler-845 b,CONFIRMED,4815,83,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,-11,9,,,,,,,1.58,2022AJ....163..179P,0.93,0,0,1,$> 4000$,$> 365$,Yes
9875711,K00956.01,Kepler-742 b,CONFIRMED,4550,76,2020AJ....159..280B,39.59,1.38,2019ApJS..244...21S,35,16,,,,,,,3.12,2022AJ....163..179P,8.36,0,0,1,$> 4000$,$> 121$,Yes
7877978,K02760.01,Kepler-1874 b,CONFIRMED,4701,84,2019ApJS..244...21S,40.70,1.44,2019ApJS..244...21S,1,17,,,,,,,2.69,10.26133/NEA4,56.57,640,4,1,$> 4000$,$> 244$,Yes
5686174,K00610.01,Kepler-622 b,CONFIRMED,4217,72,2020AJ....159..280B,36.18,1.21,2019ApJS..244...21S,24,21,,,,,,,2.08,2022AJ....163..179P,14.28,0,0,1,$> 4000$,$> 106$,Yes
11192235,K02329.01,Kepler-1826 b,CONFIRMED,4099,69,2020AJ....159..280B,34.46,1.12,2019ApJS..244...21S,13,20,,,,,,,1.36,2022AJ....163..179P,1.62,0,4,1,$> 4000$,$> 101$,Yes
4139816,K00812.01,Kepler-235 b,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,,,,2.48,2022AJ....163..179P,3.34,0,0,1,$> 4000$,$> 130$,Yes
4139816,K00812.04,Kepler-235 c,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,,,,1.4,2022AJ....163..179P,7.83,0,0,1,$> 4000$,$> 130$,Yes
4139816,K00812.02,Kepler-235 d,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,,,,2.36,2022AJ....163..179P,20.06,0,0,1,$> 4000$,$> 130$,Yes
4139816,K00812.03,Kepler-235 e,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,,,,2.29,2022AJ....163..179P,46.18,0,0,1,$> 4000$,$> 130$,Yes
8481129,K02402.01,Kepler-1223 b,CONFIRMED,4725,77,2020AJ....159..280B,42.43,1.52,2019ApJS..244...21S,11,8,,,,,,,1.24,2022AJ....163..179P,16.3,0,4,1,$> 4000$,$> 241$,Yes
9475552,K02694.01,Kepler-1315 b,CONFIRMED,4638,74,2020AJ....159..280B,42.13,1.51,2019ApJS..244...21S,4,26,,,,,,,1.34,2022AJ....163..179P,0.84,0,0,1,$> 4000$,$> 194$,Yes
9475552,K02694.02,Kepler-1315 c,CONFIRMED,4638,74,2020AJ....159..280B,42.13,1.51,2019ApJS..244...21S,4,26,,,,,,,1.45,2022AJ....163..179P,6.57,0,0,1,$> 4000$,$> 194$,Yes
10340423,K00736.02,Kepler-225 b,CONFIRMED,4330,84,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,-8,21,,,,,,,1.71,2022AJ....163..179P,6.74,0,0,1,$> 4000$,$> 155$,Yes
10340423,K00736.01,Kepler-225 c,CONFIRMED,4330,84,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,-8,21,,,,,,,2.72,2022AJ....163..179P,18.79,0,0,1,$> 4000$,$> 155$,Yes
7046804,K00205.01,Kepler-492 b,CONFIRMED,5373,104,2020AJ....159..280B,40.70,1.44,2021ApJS..255...17S,,,,,,,,,8.6,2020AJ....160..108B,11.72,0,0,0,$> 4000$,--,--
10118816,K01085.01,Kepler-1735 b,CONFIRMED,4074,71,2020AJ....159..280B,39.86,1.39,2019ApJS..244...21S,16,31,,,,,,,0.97,2022AJ....163..179P,7.72,0,0,1,$> 4000$,$> 91$,Yes
8570333,K02436.01,Kepler-1237 b,CONFIRMED,5167,104,2020AJ....159..280B,43.32,1.57,2021ApJS..255...17S,,,,,,,,,2.55,2020AJ....160..108B,84.57,0,0,0,$> 4000$,--,--
5084942,K00161.01,Kepler-475 b,CONFIRMED,4773,71,2020AJ....159..280B,44.23,1.61,2019ApJS..244...21S,9,16,,,,,,,2.39,2022AJ....163..179P,3.11,0,0,1,$> 4000$,$> 247$,Yes
5629538,K02345.01,Kepler-1201 b,CONFIRMED,6001,110,2020AJ....159..280B,35.88,1.19,2021ApJS..255...17S,,,,,,,,,1.93,2020AJ....160..108B,15.19,0,4,0,$> 4000$,--,--
5357901,K00188.01,Kepler-425 b,CONFIRMED,5139,87,2020AJ....159..280B,44.53,1.63,2019ApJS..244...21S,,,,,,,,,10.27,2020AJ....160..108B,3.8,0,0,0,$> 4000$,--,--
8247771,K02344.01,Kepler-1200 b,CONFIRMED,4564,84,2020AJ....159..280B,44.22,1.61,2019ApJS..244...21S,5,17,,,,,,,1.11,2022AJ....163..179P,1.12,0,0,1,$> 4000$,$> 197$,Yes
7871954,K01515.01,Kepler-303 b,CONFIRMED,4241,71,2020AJ....159..280B,40.69,1.43,2019ApJS..244...21S,5,16,,,,,,,1.08,2022AJ....163..179P,1.94,0,0,1,$> 4000$,$> 140$,Yes
7871954,K01515.02,Kepler-303 c,CONFIRMED,4241,71,2020AJ....159..280B,40.69,1.43,2019ApJS..244...21S,5,16,,,,,,,1.34,2022AJ....163..179P,7.06,0,4,1,$> 4000$,$> 140$,Yes
10718726,K00600.01,Kepler-618 b,CONFIRMED,5931,116,2020AJ....159..280B,37.14,1.26,2021ApJS..255...17S,-16,18,,,,,,,2.36,2020AJ....160..108B,3.6,512,0,1,$> 4000$,$> 606$,Yes
8742590,K01281.01,Kepler-1742 b,CONFIRMED,5647,98,2020AJ....159..280B,39.57,1.38,2021ApJS..255...17S,,,,,,,,,1.88,2020AJ....160..108B,49.48,0,0,0,$> 4000$,--,--
11718389,K04444.01,Kepler-1956 b,CONFIRMED,4132,60,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,5,24,,,,,,,0.99,2022AJ....163..179P,5.94,0,0,1,$> 4000$,$> 111$,Yes
10386984,K00739.01,Kepler-658 b,CONFIRMED,4199,58,2020AJ....159..280B,42.14,1.51,2019ApJS..244...21S,17,17,,,,,,,1.82,2022AJ....163..179P,1.29,0,0,1,$> 4000$,$> 113$,Yes
9837661,K02715.01,Kepler-1321 b,CONFIRMED,4119,96,2020AJ....159..280B,43.02,1.55,2019ApJS..244...21S,,,,,,,,,5.41,2020AJ....160..108B,11.13,512,0,0,$> 4000$,--,--
9837661,K02715.02,Kepler-1321 c,CONFIRMED,4119,96,2020AJ....159..280B,43.02,1.55,2019ApJS..244...21S,,,,,,,,,2.82,2020AJ....160..108B,2.23,512,0,0,$> 4000$,--,--
9837661,K02715.03,Kepler-1321 d,CONFIRMED,4119,96,2020AJ....159..280B,43.02,1.55,2019ApJS..244...21S,,,,,,,,,2.38,2020AJ....160..108B,5.72,512,0,0,$> 4000$,--,--
10350571,K01175.01,Kepler-784 b,CONFIRMED,5649,121,2020AJ....159..280B,44.79,1.64,2021ApJS..255...17S,41,3,,,,,,,3.43,2020AJ....160..108B,31.59,518,0,1,$> 4000$,$> 331$,Yes
10350571,K01175.02,Kepler-784 c,CONFIRMED,5649,121,2020AJ....159..280B,44.79,1.64,2021ApJS..255...17S,41,3,,,,,,,2.98,2020AJ....160..108B,17.16,518,0,1,$> 4000$,$> 331$,Yes
6761777,K04571.01,Kepler-1615 b,CONFIRMED,5907,106,2020AJ....159..280B,40.37,1.42,2021ApJS..255...17S,,,,,,,,,3.05,2020AJ....160..108B,47.31,518,4,0,$> 4000$,--,--
7673841,K02585.01,Kepler-392 b,CONFIRMED,6176,122,2020AJ....159..280B,nan,nan,,-40,9,,,,,,,0.97,2022AJ....163..179P,5.34,0,0,1,--,$> 13$,--
10094670,K01984.01,Kepler-1677 b,CONFIRMED,6477,108,2020AJ....159..280B,13.28,0.13,2021ApJS..255...17S,51,3,,,,,,,2.3,2022AJ....163..179P,22.06,1,4,1,--,$> 26$,--
11656246,K01532.01,Kepler-885 b,CONFIRMED,6403,124,2020AJ....159..280B,10.33,0.10,2015ApJ...801....3M,53,4,,,,,,,2.21,2022AJ....163..179P,18.11,2053,4,1,--,$> 29$,--
9347899,K00935.01,Kepler-31 b,CONFIRMED,6436,124,2020AJ....159..280B,nan,nan,,59,45,,,,,,,5.32,2020AJ....160..108B,20.86,1,0,1,--,$> 34$,--
9347899,K00935.02,Kepler-31 c,CONFIRMED,6436,124,2020AJ....159..280B,nan,nan,,59,45,,,,,,,5.06,2020AJ....160..108B,42.63,1,0,1,--,$> 34$,--
9347899,K00935.03,Kepler-31 d,CONFIRMED,6436,124,2020AJ....159..280B,nan,nan,,59,45,,,,,,,3.88,2020AJ....160..108B,87.65,1,0,1,--,$> 34$,--
4548098,K04157.01,Kepler-1982 b,CONFIRMED,6340,122,2020AJ....159..280B,5.92,0.06,2021ApJS..255...17S,53,3,,,,,,,0.86,2022AJ....163..179P,3.82,5,0,1,--,$> 36$,--
10264660,K00098.01,Kepler-14 b,CONFIRMED,6372,,2017ApJS..229...30M,nan,nan,,50,3,,,,,,,9.86,10.26133/NEA4,6.79,802,0,1,--,$> 37$,--
4138951,K02866.01,Kepler-1373 b,CONFIRMED,6490,130,2020AJ....159..280B,nan,nan,,-21,8,,,,,,,0.89,10.26133/NEA4,1.29,135,0,1,--,$> 39$,--
8191672,K00018.01,Kepler-5 b,CONFIRMED,6403,140,2020AJ....159..280B,nan,nan,,48,1,,,,,,,14.88,2022AJ....163..179P,3.55,519,0,1,--,$> 39$,--
2854914,K01113.01,Kepler-268 b,CONFIRMED,6320,120,2020AJ....159..280B,nan,nan,,50,3,,,,,,,2.57,2022AJ....163..179P,25.93,1,0,1,--,$> 45$,--
2854914,K01113.02,Kepler-268 c,CONFIRMED,6320,120,2020AJ....159..280B,nan,nan,,50,3,,,,,,,2.83,2022AJ....163..179P,83.45,1,0,1,--,$> 45$,--
7175184,K00369.01,Kepler-144 b,CONFIRMED,6423,114,2020AJ....159..280B,8.10,0.08,2021ApJS..255...17S,44,3,,,,,,,1.27,2022AJ....163..179P,5.89,1,0,1,--,$> 46$,--
7175184,K00369.02,Kepler-144 c,CONFIRMED,6423,114,2020AJ....159..280B,8.10,0.08,2021ApJS..255...17S,44,3,,,,,,,1.27,2022AJ....163..179P,10.1,1,0,1,--,$> 46$,--
5124667,K01822.01,Kepler-1672 b,CONFIRMED,6463,108,2020AJ....159..280B,10.70,0.11,2021ApJS..255...17S,42,3,,,,,,,2.73,2022AJ....163..179P,150.88,1,0,1,--,$> 46$,--
6291837,K00308.01,Kepler-1715 b,CONFIRMED,6277,133,2020AJ....159..280B,5.69,0.06,2021ApJS..255...17S,52,4,,,,,,,3.72,10.26133/NEA4,35.6,133,4,1,--,$> 46$,--
8561063,K00961.01,Kepler-42 b,CONFIRMED,3428,52,2020AJ....159..280B,nan,nan,,-128,92,,,,,,,0.91,2020AJ....160..108B,1.21,517,4,1,--,$> 47$,--
8561063,K00961.02,Kepler-42 c,CONFIRMED,3428,52,2020AJ....159..280B,nan,nan,,-128,92,,,,,,,0.88,2020AJ....160..108B,0.45,517,4,1,--,$> 47$,--
8561063,K00961.03,Kepler-42 d,CONFIRMED,3428,52,2020AJ....159..280B,nan,nan,,-128,92,,,,,,,0.77,2020AJ....160..108B,1.87,517,0,1,--,$> 47$,--
11342416,K02366.01,Kepler-1209 b,CONFIRMED,6381,120,2020AJ....159..280B,9.39,0.09,2018MNRAS.474.2094A,46,5,,,,,,,1.33,2022AJ....163..179P,25.37,2049,4,1,--,$> 47$,--
6444896,K03138.01,Kepler-1649 b,CONFIRMED,3396,66,2020AJ....159..280B,nan,nan,,-107,90,,,,,,,0.97,2020AJ....160..108B,8.69,517,0,1,--,$> 47$,--
12206313,K02714.01,Kepler-401 b,CONFIRMED,6256,125,2020AJ....159..280B,nan,nan,,52,3,,,,,,,2.32,2022AJ....163..179P,14.38,7,0,1,--,$> 50$,--
12206313,K02714.02,Kepler-401 c,CONFIRMED,6256,125,2020AJ....159..280B,nan,nan,,52,3,,,,,,,2.83,2022AJ....163..179P,47.32,7,0,1,--,$> 50$,--
12206313,K02714.03,Kepler-401 d,CONFIRMED,6256,125,2020AJ....159..280B,nan,nan,,52,3,,,,,,,2.96,2022AJ....163..179P,184.26,7,4,1,--,$> 50$,--
6026924,K04276.01,Kepler-1580 b,CONFIRMED,6374,126,2020AJ....159..280B,15.82,0.19,2021ApJS..255...17S,45,4,,,,,,,2.57,2022AJ....163..179P,56.64,519,0,1,--,$> 51$,--
7831264,K00171.01,Kepler-116 b,CONFIRMED,6452,124,2020AJ....159..280B,8.83,0.09,2018MNRAS.474.2094A,40,3,,,,,,,3.18,2022AJ....163..179P,5.97,2053,0,1,--,$> 56$,--
7831264,K00171.02,Kepler-116 c,CONFIRMED,6452,124,2020AJ....159..280B,8.83,0.09,2018MNRAS.474.2094A,40,3,,,,,,,2.23,2022AJ....163..179P,13.07,2053,0,1,--,$> 56$,--
11497958,K01422.03,Kepler-296 b,CONFIRMED,3526,,2017ApJS..229...30M,nan,nan,,-8,57,,,,,,,1.14,10.26133/NEA4,10.86,134,0,1,--,$> 56$,--
11497958,K01422.01,Kepler-296 c,CONFIRMED,3526,,2017ApJS..229...30M,nan,nan,,-8,57,,,,,,,1.38,10.26133/NEA4,5.84,134,0,1,--,$> 56$,--
11497958,K01422.02,Kepler-296 d,CONFIRMED,3526,,2017ApJS..229...30M,nan,nan,,-8,57,,,,,,,1.52,10.26133/NEA4,19.85,134,0,1,--,$> 56$,--
11497958,K01422.05,Kepler-296 e,CONFIRMED,3526,,2017ApJS..229...30M,nan,nan,,-8,57,,,,,,,1.06,10.26133/NEA4,34.14,134,0,1,--,$> 56$,--
9965439,K00722.01,Kepler-655 b,CONFIRMED,6380,140,2020AJ....159..280B,nan,nan,,43,4,,,,,,,2.6,2022AJ....163..179P,46.41,1,0,1,--,$> 57$,--
8845205,K00463.01,Kepler-560 b,CONFIRMED,3691,61,2020AJ....159..280B,nan,nan,,-104,80,,,,,,,2.2,2020AJ....160..108B,18.48,5,0,1,--,$> 59$,--
7350067,K06863.01,Kepler-1646 b,CONFIRMED,3482,91,2020AJ....159..280B,3.450,0.035,2019ApJS..244...21S,22,20,,,,,,,1.84,2020AJ....160..108B,4.49,1029,0,1,--,$> 60$,--
11453592,K02705.01,Kepler-1319 b,CONFIRMED,3663,71,2020AJ....159..280B,43.62,1.58,2019ApJS..244...21S,26,20,,,,,,,1.26,2022AJ....163..179P,2.89,5,4,1,--,$> 61$,--
6716545,K02906.01,Kepler-1383 b,CONFIRMED,6499,145,2020AJ....159..280B,nan,nan,,35,4,,,,,,,1.48,2022AJ....163..179P,13.91,7,0,1,--,$> 61$,--
7304449,K01702.01,Kepler-1650 b,CONFIRMED,3535,79,2020AJ....159..280B,nan,nan,,13,33,,,,,,,1.34,2020AJ....160..108B,1.54,5,4,1,--,$> 62$,--
9467404,K02717.01,Kepler-1323 b,CONFIRMED,6378,117,2020AJ....159..280B,nan,nan,,42,1,,,,,,,1.31,2022AJ....163..179P,0.93,1,0,1,--,$> 62$,--
10905746,K01725.01,Kepler-1651 b,CONFIRMED,3609,,2017ApJS..229...30M,nan,nan,,23,24,,,,,,,1.6,10.26133/NEA4,9.88,6,0,1,--,$> 62$,--
11768142,K02626.01,Kepler-1652 b,CONFIRMED,3554,80,2019ApJS..244...21S,31.92,1.00,2019ApJS..244...21S,15,32,,,,,,,1.58,10.26133/NEA4,38.1,513,4,1,--,$> 62$,--
5531953,K01681.02,Kepler-1984 b,CONFIRMED,3638,,2017ApJS..229...30M,nan,nan,,15,38,,,,,,,6.81,10.26133/NEA4,1.99,514,4,1,--,$> 63$,--
3426367,K02662.01,Kepler-1308 b,CONFIRMED,3631,70,2020AJ....159..280B,33.06,1.05,2019ApJS..244...21S,16,34,,,,,,,0.76,2022AJ....163..179P,2.1,5,4,1,--,$> 64$,--
8972058,K00159.02,Kepler-115 b,CONFIRMED,6204,112,2020AJ....159..280B,13.83,0.14,2018MNRAS.474.2094A,51,4,,,,,,,0.99,2022AJ....163..179P,2.4,2049,4,1,--,$> 64$,--
8972058,K00159.01,Kepler-115 c,CONFIRMED,6204,112,2020AJ....159..280B,13.83,0.14,2018MNRAS.474.2094A,51,4,,,,,,,2.45,2022AJ....163..179P,8.99,2049,0,1,--,$> 64$,--
7673192,K02722.03,Kepler-402 b,CONFIRMED,6248,108,2020AJ....159..280B,9.10,0.09,2021ApJS..255...17S,49,6,,,,,,,1.11,2022AJ....163..179P,4.03,1,0,1,--,$> 64$,--
7673192,K02722.01,Kepler-402 c,CONFIRMED,6248,108,2020AJ....159..280B,9.10,0.09,2021ApJS..255...17S,49,6,,,,,,,1.26,2022AJ....163..179P,6.12,1,0,1,--,$> 64$,--
7673192,K02722.04,Kepler-402 d,CONFIRMED,6248,108,2020AJ....159..280B,9.10,0.09,2021ApJS..255...17S,49,6,,,,,,,1.17,2022AJ....163..179P,8.92,1,0,1,--,$> 64$,--
7673192,K02722.02,Kepler-402 e,CONFIRMED,6248,108,2020AJ....159..280B,9.10,0.09,2021ApJS..255...17S,49,6,,,,,,,1.29,2022AJ....163..179P,11.24,1,0,1,--,$> 64$,--
9390653,K00249.01,Kepler-504 b,CONFIRMED,3690,68,2020AJ....159..280B,nan,nan,,21,24,,,,,,,1.77,2022AJ....163..179P,9.55,5,0,1,--,$> 66$,--
4913852,K00818.01,Kepler-691 b,CONFIRMED,3752,79,2020AJ....159..280B,33.75,1.09,2019ApJS..244...21S,-8,54,,,,,,,2.25,2022AJ....163..179P,8.11,5,0,1,--,$> 66$,--
7907423,K00899.02,Kepler-249 b,CONFIRMED,3765,79,2020AJ....159..280B,36.17,1.21,2019ApJS..244...21S,-8,56,,,,,,,1.15,2022AJ....163..179P,3.31,5,0,1,--,$> 67$,--
7907423,K00899.01,Kepler-249 c,CONFIRMED,3765,79,2020AJ....159..280B,36.17,1.21,2019ApJS..244...21S,-8,56,,,,,,,1.45,2022AJ....163..179P,7.11,5,0,1,--,$> 67$,--
7907423,K00899.03,Kepler-249 d,CONFIRMED,3765,79,2020AJ....159..280B,36.17,1.21,2019ApJS..244...21S,-8,56,,,,,,,1.4,2022AJ....163..179P,15.37,5,0,1,--,$> 67$,--
11348997,K02090.01,Kepler-1089 b,CONFIRMED,3738,72,2020AJ....159..280B,36.17,1.21,2019ApJS..244...21S,18,30,,,,,,,1.67,2022AJ....163..179P,5.13,1,0,1,--,$> 67$,--
3447722,K01198.02,Kepler-275 b,CONFIRMED,6210,152,2020AJ....159..280B,nan,nan,,43,39,,,,,,,2.33,2020AJ....160..108B,10.3,5,0,1,--,$> 67$,--
3447722,K01198.01,Kepler-275 c,CONFIRMED,6210,152,2020AJ....159..280B,nan,nan,,43,39,,,,,,,3.63,2020AJ....160..108B,16.09,5,0,1,--,$> 67$,--
3447722,K01198.03,Kepler-275 d,CONFIRMED,6210,152,2020AJ....159..280B,nan,nan,,43,39,,,,,,,3.2,2020AJ....160..108B,35.68,5,0,1,--,$> 67$,--
11666881,K00167.01,Kepler-480 b,CONFIRMED,6358,126,2020AJ....159..280B,nan,nan,,41,3,,,,,,,2.96,2022AJ....163..179P,4.92,5,0,1,--,$> 67$,--
9388479,K00936.01,Kepler-732 b,CONFIRMED,3699,70,2020AJ....159..280B,34.46,1.12,2019ApJS..244...21S,19,24,,,,,,,2.46,2022AJ....163..179P,9.47,5,0,1,--,$> 67$,--
9388479,K00936.02,Kepler-732 c,CONFIRMED,3699,70,2020AJ....159..280B,34.46,1.12,2019ApJS..244...21S,19,24,,,,,,,1.42,2020AJ....160..108B,0.89,5,0,1,--,$> 67$,--
7870390,K00898.01,Kepler-83 b,CONFIRMED,4163,58,2020AJ....159..280B,nan,nan,,45,21,,,,,,,2.72,2022AJ....163..179P,9.77,0,0,1,--,$> 67$,--
7870390,K00898.03,Kepler-83 c,CONFIRMED,4163,58,2020AJ....159..280B,nan,nan,,45,21,,,,,,,2.36,2022AJ....163..179P,20.09,0,4,1,--,$> 67$,--
7870390,K00898.02,Kepler-83 d,CONFIRMED,4163,58,2020AJ....159..280B,nan,nan,,45,21,,,,,,,2.01,2022AJ....163..179P,5.17,0,0,1,--,$> 67$,--
5350244,K02555.01,Kepler-1276 b,CONFIRMED,6355,108,2020AJ....159..280B,8.43,0.08,2021ApJS..255...17S,41,4,,,,,,,1.04,2022AJ....163..179P,12.57,1,0,1,--,$> 68$,--
3642289,K00301.01,Kepler-135 b,CONFIRMED,6195,135,2020AJ....159..280B,nan,nan,,50,5,,,,,,,2.02,2022AJ....163..179P,6.0,516,4,1,--,$> 70$,--
3642289,K00301.02,Kepler-135 c,CONFIRMED,6195,135,2020AJ....159..280B,nan,nan,,50,5,,,,,,,1.23,2022AJ....163..179P,11.45,516,4,1,--,$> 70$,--
8651389,K01754.01,Kepler-1768 b,CONFIRMED,6268,124,2020AJ....159..280B,7.90,0.08,2021ApJS..255...17S,46,3,,,,,,,1.88,2022AJ....163..179P,15.14,1,0,1,--,$> 71$,--
